frame,mode,viseme,open,openT,wide,wideT,round,roundT,smile,smileT,width,height,area,areaT,fill,teeth
6629,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.00,3.58,2382.96,1,0
6631,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,2.23,2382.96,1,0
6633,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,7.57,2382.96,1,0
6635,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,7.59,2382.96,1,0
6637,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,6.92,2382.96,1,0
6639,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,7.01,2382.96,1,0
6641,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,2.90,2382.96,1,0
6643,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,4.65,2382.96,1,0
6645,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,2.85,2382.96,1,0
6647,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,2.27,2382.96,1,0
6649,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,4.57,2382.96,1,0
6651,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,0.44,2382.96,1,0
6653,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.57,15.01,8.41,2382.96,1,0
6655,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.56,15.01,7.62,2382.96,1,0
6657,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.54,15.01,1.92,2382.96,1,0
6659,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.52,15.02,2.78,2382.96,1,0
6661,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.49,15.02,3.35,2382.96,1,0
6663,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.47,15.03,1.12,2382.96,1,0
6665,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.44,15.03,2.36,2382.96,1,0
6667,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.42,15.04,0.60,2382.96,1,0
6669,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.39,15.05,4.38,2382.96,1,0
6671,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.36,15.05,9.38,2382.96,1,0
6673,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.33,15.06,5.51,2382.96,1,0
6675,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.30,15.06,0.92,2382.96,1,0
6677,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.27,15.07,11.44,2382.96,1,0
6679,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.24,15.08,4.24,2382.96,1,0
6681,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.21,15.08,4.56,2382.96,1,0
6683,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.18,15.09,7.27,2382.96,1,0
6685,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.15,15.10,8.44,2382.96,1,0
6687,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.12,15.10,9.45,2382.96,1,0
6689,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.09,15.11,10.73,2382.96,1,0
6691,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.06,15.12,3.04,2382.96,1,0
6693,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.04,15.12,1.25,2382.96,1,0
6695,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.01,15.13,5.27,2382.96,1,0
6697,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.99,15.13,10.90,2382.96,1,0
6699,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.97,15.14,5.75,2382.96,1,0
6701,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.95,15.14,5.95,2382.96,1,0
6703,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.93,15.14,9.05,2382.96,1,0
6705,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.92,15.15,1.45,2382.96,1,0
6707,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,7.25,2382.96,1,0
6709,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,8.95,2382.96,1,0
6711,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,0.42,2382.96,1,0
6713,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,8.44,2382.96,1,0
6715,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,4.60,2382.96,1,0
6717,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,2.68,2382.96,1,0
6719,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,11.04,2382.96,1,0
6721,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,1.27,2382.96,1,0
6723,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,10.38,2382.96,1,0
6725,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,7.26,2382.96,1,0
6727,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.92,15.15,2.41,2382.96,1,0
6729,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.93,15.14,4.52,2382.96,1,0
6731,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.95,15.14,3.75,2382.96,1,0
6733,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.97,15.14,6.53,2382.96,1,0
6735,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.99,15.13,7.90,2382.96,1,0
6737,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.01,15.13,0.16,2382.96,1,0
6739,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.04,15.12,4.04,2382.96,1,0
6741,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.06,15.11,3.04,2382.96,1,0
6743,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.09,15.11,9.91,2382.96,1,0
6745,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.12,15.10,4.71,2382.96,1,0
6747,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.15,15.10,5.56,2382.96,1,0
6749,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.18,15.09,8.00,2382.96,1,0
6751,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.21,15.08,0.99,2382.96,1,0
6753,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.24,15.08,2.95,2382.96,1,0
6755,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.27,15.07,3.63,2382.96,1,0
6757,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.30,15.06,5.15,2382.96,1,0
6759,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.33,15.06,2.78,2382.96,1,0
6761,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.36,15.05,8.86,2382.96,1,0
6763,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.39,15.04,8.19,2382.96,1,0
6765,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.42,15.04,2.77,2382.96,1,0
6767,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.45,15.03,3.80,2382.96,1,0
6769,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.47,15.03,2.05,2382.96,1,0
6771,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.50,15.02,2.73,2382.96,1,0
6773,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.52,15.02,0.08,2382.96,1,0
6775,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.54,15.01,4.15,2382.96,1,0
6777,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.56,15.01,4.17,2382.96,1,0
6779,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.57,15.01,4.72,2382.96,1,0
6781,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,10.05,2382.96,1,0
6783,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,0.69,2382.96,1,0
6785,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,7.43,2382.96,1,0
6787,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,3.46,2382.96,1,0
6789,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,3.87,2382.96,1,0
6791,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,2.19,2382.96,1,0
6793,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,1.77,2382.96,1,0
6795,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,6.42,2382.96,1,0
6797,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,3.80,2382.96,1,0
6799,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,2.87,2382.96,1,0
6801,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.59,15.00,8.23,2382.96,1,0
6803,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.00,3.89,2382.96,1,0
6805,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.56,15.01,2.98,2382.96,1,0
6807,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.54,15.01,6.42,2382.96,1,0
6809,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.52,15.02,10.25,2382.96,1,0
6811,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.50,15.02,4.59,2382.96,1,0
6813,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.48,15.03,7.24,2382.96,1,0
6815,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.45,15.03,2.68,2382.96,1,0
6817,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.43,15.04,4.35,2382.96,1,0
6819,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.40,15.04,3.39,2382.96,1,0
6821,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.37,15.05,4.61,2382.96,1,0
6823,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.34,15.06,4.71,2382.96,1,0
6825,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.31,15.06,0.43,2382.96,1,0
6827,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.28,15.07,11.09,2382.96,1,0
6829,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.25,15.08,7.12,2382.96,1,0
6831,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.22,15.08,5.07,2382.96,1,0
6833,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.19,15.09,11.26,2382.96,1,0
6835,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.16,15.09,0.63,2382.96,1,0
6837,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.13,15.10,1.68,2382.96,1,0
6839,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.10,15.11,8.23,2382.96,1,0
6841,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.07,15.11,3.76,2382.96,1,0
6843,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.05,15.12,4.66,2382.96,1,0
6845,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.02,15.12,4.40,2382.96,1,0
6847,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.00,15.13,1.70,2382.96,1,0
6849,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.98,15.13,1.55,2382.96,1,0
6851,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.96,15.14,7.00,2382.96,1,0
6853,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.94,15.14,2.63,2382.96,1,0
6855,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.92,15.15,0.60,2382.96,1,0
6857,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,2.32,2382.96,1,0
6859,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,7.26,2382.96,1,0
6861,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,7.47,2382.96,1,0
6863,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,1.22,2382.96,1,0
6865,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,10.04,2382.96,1,0
6867,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,0.42,2382.96,1,0
6869,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,4.16,2382.96,1,0
6871,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.88,15.15,1.27,2382.96,1,0
6873,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,1.66,2382.96,1,0
6875,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,3.84,2382.96,1,0
6877,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,4.12,2382.96,1,0
6879,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.93,15.14,1.05,2382.96,1,0
6881,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.94,15.14,4.33,2382.96,1,0
6883,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.96,15.14,6.58,2382.96,1,0
6885,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.98,15.13,3.42,2382.96,1,0
6887,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.00,15.13,6.89,2382.96,1,0
6889,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.03,15.12,3.58,2382.96,1,0
6891,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.05,15.12,3.08,2382.96,1,0
6893,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.08,15.11,7.70,2382.96,1,0
6895,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.11,15.11,7.56,2382.96,1,0
6897,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.14,15.10,1.12,2382.96,1,0
6899,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.17,15.09,8.16,2382.96,1,0
6901,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.20,15.09,5.55,2382.96,1,0
6903,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.23,15.08,7.31,2382.96,1,0
6905,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.26,15.07,0.84,2382.96,1,0
6907,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.29,15.07,0.24,2382.96,1,0
6909,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.32,15.06,7.71,2382.96,1,0
6911,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.35,15.05,0.97,2382.96,1,0
6913,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.38,15.05,1.73,2382.96,1,0
6915,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.41,15.04,6.14,2382.96,1,0
6917,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.44,15.04,0.46,2382.96,1,0
6919,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.46,15.03,1.87,2382.96,1,0
6921,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.49,15.02,4.97,2382.96,1,0
6923,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.51,15.02,3.93,2382.96,1,0
6925,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.53,15.01,4.48,2382.96,1,0
6927,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.55,15.01,9.24,2382.96,1,0
6929,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.57,15.01,1.15,2382.96,1,0
6931,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.00,0.29,2382.96,1,0
6933,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,0.54,2382.96,1,0
6935,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,0.79,2382.96,1,0
6937,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,4.65,2382.96,1,0
6939,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,2.37,2382.96,1,0
6941,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,9.28,2382.96,1,0
6943,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,1.84,2382.96,1,0
6945,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.62,15.00,6.38,2382.96,1,0
6947,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,0.49,2382.96,1,0
6949,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.61,15.00,1.21,2382.96,1,0
6951,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.60,15.00,8.32,2382.96,1,0
6953,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.58,15.00,8.69,2382.96,1,0
6955,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.57,15.01,2.52,2382.96,1,0
6957,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.55,15.01,4.45,2382.96,1,0
6959,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.53,15.01,3.24,2382.96,1,0
6961,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.51,15.02,2.54,2382.96,1,0
6963,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.49,15.02,0.75,2382.96,1,0
6965,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.46,15.03,8.30,2382.96,1,0
6967,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.44,15.03,2.18,2382.96,1,0
6969,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.41,15.04,7.30,2382.96,1,0
6971,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.38,15.05,0.40,2382.96,1,0
6973,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.35,15.05,8.18,2382.96,1,0
6975,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.32,15.06,5.04,2382.96,1,0
6977,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.29,15.07,10.03,2382.96,1,0
6979,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.26,15.07,1.63,2382.96,1,0
6981,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.23,15.08,6.71,2382.96,1,0
6983,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.20,15.09,0.02,2382.96,1,0
6985,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.17,15.09,0.60,2382.96,1,0
6987,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.14,15.10,7.62,2382.96,1,0
6989,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.11,15.10,4.07,2382.96,1,0
6991,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.08,15.11,11.27,2382.96,1,0
6993,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.06,15.12,3.92,2382.96,1,0
6995,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.03,15.12,9.24,2382.96,1,0
6997,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,107.01,15.13,5.99,2382.96,1,0
6999,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.98,15.13,0.84,2382.96,1,0
7001,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.96,15.14,2.69,2382.96,1,0
7003,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.94,15.14,2.29,2382.96,1,0
7005,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.93,15.14,6.64,2382.96,1,0
7007,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.91,15.15,0.65,2382.96,1,0
7009,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.90,15.15,0.84,2382.96,1,0
7011,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,7.29,2382.96,1,0
7013,debug_blob,G,0.1000,0.1000,0.3000,0.3000,0.0000,0.0000,0.6500,0.6500,106.89,15.15,8.07,2382.96,1,0
